Week;Date;Till;Accounts;Total;Cash;# Cust.;Cash Av Spend;EFTPOS;# Cust.2;Cust # TOTAL;EFTPOS Av $pend;TOTAL Av Spend;Notes;Till Up Down;Reserved column;# of the week;Year;Day of the week;Week + Year;IsCristmas;Fixed
3-49;22 сент€бр€ 2011 г.;$1 127,19;$0,00;$0,00;$830,95;41;$20,27;$296,24;10;51;$29,62;$22,10;;;;39;2011;Thu;2011-39;0;
3-49;23 сент€бр€ 2011 г.;$2 186,90;$0,00;$0,00;$1 256,40;52;$24,16;$930,50;16;68;$58,16;$32,16;;;;39;2011;Fri;2011-39;0;
3-49;24 сент€бр€ 2011 г.;$956,24;$0,00;$0,00;$566,15;25;$22,65;$390,09;11;36;$35,46;$26,56;;;;39;2011;Sat;2011-39;0;
;25 сент€бр€ 2011 г.;$7 109,57;$2 896,71;$10 006,28;;227;$19,57;$2 615,62;62;289;$40,52;$23,95;;;;40;2011;Sun;2011-40;0;
3-50;26 сент€бр€ 2011 г.;$1 050,09;$0,00;$0,00;$568,50;28;$20,30;$481,59;12;40;$40,13;$26,25;;;;40;2011;Mon;2011-40;0;
3-50;27 сент€бр€ 2011 г.;$1 269,36;$0,00;$0,00;$1 001,75;41;$24,43;$267,61;9;50;$29,73;$25,39;;;;40;2011;Tue;2011-40;0;
3-50;28 сент€бр€ 2011 г.;$1 159,35;$0,00;$0,00;$516,70;35;$14,76;$642,65;12;47;$53,55;$24,67;;;;40;2011;Wed;2011-40;0;
3-50;29 сент€бр€ 2011 г.;$2 415,87;$0,00;$0,00;$1 125,20;45;$25,00;$1 340,67;14;59;$95,76;$41,79;;;;40;2011;Thu;2011-40;0;
3-50;30 сент€бр€ 2011 г.;$1 792,90;$0,00;$0,00;$1 133,00;53;$21,38;$659,90;9;62;$73,32;$28,92;;;;40;2011;Fri;2011-40;0;
3-50;1 окт€бр€ 2011 г.;$933,64;$0,00;$0,00;$534,10;25;$21,36;$399,54;7;32;$57,08;$29,18;;;;40;2011;Sat;2011-40;0;
;2 окт€бр€ 2011 г.;$8 621,21;$2 155,30;$10 776,51;;227;$21,21;$3 791,96;63;290;$58,26;$29,37;;;;41;2011;Sun;2011-41;0;
3-51;3 окт€бр€ 2011 г.;$863,64;$0,00;$0,00;$531,40;32;$16,61;$332,24;7;39;$47,46;$22,14;;;;41;2011;Mon;2011-41;0;
3-51;4 окт€бр€ 2011 г.;$1 308,64;$0,00;$0,00;$439,65;31;$14,18;$868,99;14;45;$62,07;$29,08;;;;41;2011;Tue;2011-41;0;
3-51;5 окт€бр€ 2011 г.;$1 179,00;$0,00;$0,00;$612,00;45;$13,60;$567,00;9;54;$63,00;$21,83;;;;41;2011;Wed;2011-41;0;
3-51;6 окт€бр€ 2011 г.;$1 750,53;$0,00;$0,00;$735,35;49;$15,01;$1 015,18;13;62;$78,09;$28,23;;;;41;2011;Thu;2011-41;0;
3-51;7 окт€бр€ 2011 г.;$1 780,57;$0,00;$0,00;$977,00;51;$19,16;$803,57;14;65;$57,40;$27,39;;;;41;2011;Fri;2011-41;0;
3-51;8 окт€бр€ 2011 г.;$1 411,00;$0,00;$0,00;$781,65;30;$26,06;$629,35;11;41;$57,21;$34,41;;;;41;2011;Sat;2011-41;0;
;9 окт€бр€ 2011 г.;$8 293,38;$3 359,16;$11 652,54;;238;$17,43;$4 216,33;68;306;$60,87;$27,18;;;;42;2011;Sun;2011-42;0;
3-52;10 окт€бр€ 2011 г.;$1 154,52;$0,00;$0,00;$764,10;35;$21,83;$390,42;10;45;$39,04;$25,66;;;;42;2011;Mon;2011-42;0;
3-52;11 окт€бр€ 2011 г.;$839,02;$0,00;$0,00;$341,25;27;$12,64;$497,77;13;40;$38,29;$20,98;;;;42;2011;Tue;2011-42;0;
3-52;12 окт€бр€ 2011 г.;$1 593,72;$0,00;$0,00;$791,77;44;$17,99;$801,95;15;59;$53,46;$27,01;;;;42;2011;Wed;2011-42;0;
3-52;13 окт€бр€ 2011 г.;$1 104,23;$0,00;$0,00;$708,40;35;$20,24;$395,83;13;48;$30,45;$23,00;;;;42;2011;Thu;2011-42;0;
3-52;14 окт€бр€ 2011 г.;$1 637,25;$0,00;$0,00;$1 223,75;37;$33,07;$413,51;11;48;$37,59;$34,11;;;;42;2011;Fri;2011-42;0;
3-52;15 окт€бр€ 2011 г.;$766,64;$0,00;$0,00;$500,15;24;$20,84;$276,49;9;33;$30,72;$23,53;;;;42;2011;Sat;2011-42;0;
;16 окт€бр€ 2011 г.;$7 095,38;$4 478,58;$11 573,96;;202;$21,10;$2 775,97;71;273;$38,26;$25,72;;;;43;2011;Sun;2011-43;0;
4-01;17 окт€бр€ 2011 г.;$1 216,21;$0,00;$0,00;$571,15;36;$15,87;$645,06;15;51;$43,00;$23,85;;;;43;2011;Mon;2011-43;0;
4-01;18 окт€бр€ 2011 г.;$2 194,16;$0,00;$0,00;$592,20;40;$14,81;$1 601,96;12;52;$133,50;$42,20;;;;43;2011;Tue;2011-43;0;
4-01;19 окт€бр€ 2011 г.;$961,90;$0,00;$0,00;$508,00;27;$18,81;$453,90;11;38;$41,26;$25,31;;;;43;2011;Wed;2011-43;0;
4-01;20 окт€бр€ 2011 г.;$1 101,40;$0,00;$0,00;$707,85;37;$19,13;$393,55;6;43;$65,59;$25,61;;;;43;2011;Thu;2011-43;0;
4-01;21 окт€бр€ 2011 г.;$1 250,71;$0,00;$0,00;$798,45;45;$17,74;$452,26;10;55;$45,23;$22,74;;;;43;2011;Fri;2011-43;0;
4-01;22 окт€бр€ 2011 г.;$904,04;$0,00;$0,00;$535,95;26;$20,61;$368,09;11;37;$33,46;$24,43;;;;43;2011;Sat;2011-43;0;
;23 окт€бр€ 2011 г.;$7 628,42;$2 203,52;$9 831,94;;211;$17,83;$3 914,82;65;276;$60,34;$27,36;;;;44;2011;Sun;2011-44;0;
4-02;24 окт€бр€ 2011 г.;$745,40;$0,00;$0,00;$423,10;31;$13,65;$322,30;9;40;$35,81;$18,64;;;;44;2011;Mon;2011-44;0;
4-02;25 окт€бр€ 2011 г.;$884,44;$0,00;$0,00;$552,55;38;$14,54;$331,89;8;46;$41,49;$19,23;;;;44;2011;Tue;2011-44;0;
4-02;26 окт€бр€ 2011 г.;$1 258,99;$0,00;$0,00;$602,50;40;$15,06;$656,49;11;51;$59,68;$24,69;;;;44;2011;Wed;2011-44;0;
4-02;27 окт€бр€ 2011 г.;$2 318,74;$0,00;$0,00;$683,20;44;$15,53;$1 635,17;17;61;$96,19;$38,01;;;;44;2011;Thu;2011-44;0;
4-02;28 окт€бр€ 2011 г.;$1 251,82;$0,00;$0,00;$869,05;41;$21,20;$382,77;7;48;$54,68;$26,08;;;;44;2011;Fri;2011-44;0;
4-02;29 окт€бр€ 2011 г.;$1 779,60;$0,00;$0,00;$1 039,50;30;$34,65;$740,10;11;41;$67,28;$43,40;;;;44;2011;Sat;2011-44;0;
;30 окт€бр€ 2011 г.;$8 238,99;$2 985,69;$11 224,68;;224;$19,10;$4 068,72;63;287;$59,19;$28,34;;;;45;2011;Sun;2011-45;0;
4-03;31 окт€бр€ 2011 г.;$961,63;$0,00;$0,00;$410,10;34;$12,06;$551,53;15;49;$36,77;$19,63;;;;45;2011;Mon;2011-45;0;
4-03;1 но€бр€ 2011 г.;$1 161,92;$0,00;$0,00;$795,70;44;$18,08;$366,22;5;49;$73,24;$23,71;;;;45;2011;Tue;2011-45;0;
4-03;2 но€бр€ 2011 г.;$1 282,49;$0,00;$0,00;$608,30;32;$19,01;$674,19;14;46;$48,16;$27,88;;;;45;2011;Wed;2011-45;0;
4-03;3 но€бр€ 2011 г.;$1 608,36;$0,00;$0,00;$926,25;45;$20,58;$682,11;12;57;$56,84;$28,22;;;;45;2011;Thu;2011-45;0;
4-03;4 но€бр€ 2011 г.;$1 669,24;$0,00;$0,00;$753,30;42;$17,94;$915,94;14;56;$65,42;$29,81;;;;45;2011;Fri;2011-45;0;
4-03;5 но€бр€ 2011 г.;$678,16;$0,00;$0,00;$465,50;24;$19,40;$212,66;5;29;$42,53;$23,38;;;;45;2011;Sat;2011-45;0;
;6 но€бр€ 2011 г.;$7 361,80;$3 400,12;$10 761,92;;221;$17,85;$3 402,65;65;286;$53,83;$25,44;;;;46;2011;Sun;2011-46;0;
4-04;7 но€бр€ 2011 г.;$815,51;$0,00;$0,00;$422,90;40;$10,57;$392,61;11;51;$35,69;$15,99;;;;46;2011;Mon;2011-46;0;
4-04;8 но€бр€ 2011 г.;$989,81;$0,00;$0,00;$677,85;28;$24,21;$311,96;7;35;$44,57;$28,28;;;;46;2011;Tue;2011-46;0;
4-04;9 но€бр€ 2011 г.;$1 059,33;$0,00;$0,00;$791,60;49;$16,16;$267,73;7;56;$38,25;$18,92;;;;46;2011;Wed;2011-46;0;
4-04;10 но€бр€ 2011 г.;$1 283,26;$0,00;$0,00;$614,65;37;$16,61;$668,61;17;54;$39,33;$23,76;;;;46;2011;Thu;2011-46;0;
4-04;11 но€бр€ 2011 г.;$1 261,26;$0,00;$0,00;$684,95;31;$22,10;$576,31;9;40;$64,03;$31,53;;;;46;2011;Fri;2011-46;0;
4-04;12 но€бр€ 2011 г.;$999,20;$0,00;$0,00;$593,10;25;$23,72;$406,10;11;36;$36,92;$27,76;;;;46;2011;Sat;2011-46;0;
;13 но€бр€ 2011 г.;$6 408,37;$2 239,09;$8 647,46;;210;$18,89;$2 623,32;62;272;$43,13;$24,37;;;;47;2011;Sun;2011-47;0;
4-05;14 но€бр€ 2011 г.;$1 003,36;$0,00;$0,00;$438,10;31;$14,13;$565,26;10;41;$56,53;$24,47;;;;47;2011;Mon;2011-47;0;
4-05;15 но€бр€ 2011 г.;$668,87;$0,00;$0,00;$484,15;28;$17,29;$184,72;7;35;$26,39;$19,11;;;;47;2011;Tue;2011-47;0;
4-05;16 но€бр€ 2011 г.;$1 096,68;$0,00;$0,00;$682,75;37;$18,45;$413,93;11;48;$37,63;$22,85;;;;47;2011;Wed;2011-47;0;
4-05;17 но€бр€ 2011 г.;$1 131,67;$0,00;$0,00;$584,95;33;$17,73;$546,72;11;44;$49,70;$25,72;;;;47;2011;Thu;2011-47;0;
4-05;18 но€бр€ 2011 г.;$1 446,46;$0,00;$0,00;$869,75;33;$26,36;$576,71;13;46;$44,36;$31,44;;;;47;2011;Fri;2011-47;0;
4-05;19 но€бр€ 2011 г.;$1 120,11;$0,00;$0,00;$711,05;22;$32,32;$409,06;11;33;$37,19;$33,94;;;;47;2011;Sat;2011-47;0;
;20 но€бр€ 2011 г.;$6 467,15;$3 848,65;$10 315,80;;184;$21,05;$2 696,40;63;247;$41,97;$26,26;;;;48;2011;Sun;2011-48;0;
4-06;21 но€бр€ 2011 г.;$964,49;$0,00;$0,00;$747,30;33;$22,65;$217,19;6;39;$36,20;$24,73;;;;48;2011;Mon;2011-48;0;
4-06;22 но€бр€ 2011 г.;$863,83;$0,00;$0,00;$563,25;33;$17,07;$300,58;7;40;$42,94;$21,60;;;;48;2011;Tue;2011-48;0;
4-06;23 но€бр€ 2011 г.;$1 047,06;$0,00;$0,00;$658,95;32;$20,59;$388,11;15;47;$25,87;$22,28;;;;48;2011;Wed;2011-48;0;
4-06;24 но€бр€ 2011 г.;$1 095,06;$0,00;$0,00;$815,70;39;$20,92;$279,36;10;49;$27,94;$22,35;;;;48;2011;Thu;2011-48;0;
4-06;25 но€бр€ 2011 г.;$2 702,39;$0,00;$0,00;$701,60;26;$26,98;$2 000,79;10;36;$200,08;$75,07;;;;48;2011;Fri;2011-48;0;
4-06;26 но€бр€ 2011 г.;$1 264,05;$0,00;$0,00;$898,90;22;$40,86;$365,15;7;29;$52,16;$43,59;;;;48;2011;Sat;2011-48;0;
;27 но€бр€ 2011 г.;$7 936,88;$2 990,31;$10 927,19;;185;$24,84;$3 551,18;55;240;$64,20;$34,93;;;;49;2011;Sun;2011-49;0;
4-07;28 но€бр€ 2011 г.;$838,17;$0,00;$0,00;$609,55;31;$19,66;$228,62;7;38;$32,66;$22,06;;;;49;2011;Mon;2011-49;0;
4-07;29 но€бр€ 2011 г.;$876,56;$0,00;$0,00;$671,50;35;$19,19;$205,06;7;42;$29,29;$20,87;;;;49;2011;Tue;2011-49;0;
4-07;30 но€бр€ 2011 г.;$948,38;$0,00;$0,00;$508,00;41;$12,39;$440,38;5;46;$88,08;$20,62;;;;49;2011;Wed;2011-49;0;
4-07;1 декабр€ 2011 г.;$826,54;$0,00;$0,00;$601,70;32;$18,80;$224,84;6;38;$37,47;$21,75;;;;49;2011;Thu;2011-49;1;
4-07;2 декабр€ 2011 г.;$1 492,88;$0,00;$0,00;$725,85;41;$17,70;$707,03;17;58;$41,59;$24,70;;;;49;2011;Fri;2011-49;1;
4-07;3 декабр€ 2011 г.;$889,70;$0,00;$0,00;$589,70;26;$22,68;$300,00;9;35;$33,33;$25,42;;;;49;2011;Sat;2011-49;1;
;4 декабр€ 2011 г.;$5 872,23;$3 032,04;$8 904,27;;206;$18,40;$2 105,93;51;257;$43,74;$22,57;;;;50;2011;Sun;2011-50;1;
4-08;5 декабр€ 2011 г.;$879,50;$0,00;$0,00;$698,88;31;$22,54;$180,62;9;40;$20,07;$21,99;;;;50;2011;Mon;2011-50;1;
4-08;6 декабр€ 2011 г.;$1 094,89;$0,00;$0,00;$896,00;36;$24,89;$198,89;4;40;$49,72;$27,37;;;;50;2011;Tue;2011-50;1;
4-08;7 декабр€ 2011 г.;$1 424,93;$0,00;$0,00;$475,65;33;$14,41;$949,28;11;44;$86,30;$32,38;;;;50;2011;Wed;2011-50;1;
4-08;8 декабр€ 2011 г.;$1 780,99;$0,00;$0,00;$767,75;30;$25,59;$1 013,24;8;38;$126,66;$46,87;;;;50;2011;Thu;2011-50;1;
4-08;9 декабр€ 2011 г.;$1 256,71;$0,00;$0,00;$608,00;30;$20,27;$648,71;15;45;$43,25;$27,93;;;;50;2011;Fri;2011-50;1;
4-08;10 декабр€ 2011 г.;$956,76;$0,00;$0,00;$524,33;27;$19,42;$432,43;19;46;$22,76;$20,80;;;;50;2011;Sat;2011-50;1;
;11 декабр€ 2011 г.;$7 393,78;$3 486,43;$10 880,21;;187;$21,19;$3 423,17;66;253;$58,13;$29,56;;;;51;2011;Sun;2011-51;1;
4-09;12 декабр€ 2011 г.;$2 231,08;$0,00;$0,00;$485,35;32;$15,17;$1 745,73;3;35;$581,91;$63,75;;;;51;2011;Mon;2011-51;1;
4-09;13 декабр€ 2011 г.;$1 078,57;$0,00;$0,00;$798,80;30;$26,63;$284,77;5;35;$56,95;$30,96;;;;51;2011;Tue;2011-51;1;
4-09;14 декабр€ 2011 г.;$1 029,11;$0,00;$0,00;$479,80;29;$16,54;$549,31;14;43;$39,24;$23,93;;;;51;2011;Wed;2011-51;1;
4-09;15 декабр€ 2011 г.;$1 795,31;$0,00;$0,00;$793,50;33;$24,05;$1 001,81;18;51;$55,66;$35,20;;;;51;2011;Thu;2011-51;1;
4-09;16 декабр€ 2011 г.;$2 230,56;$0,00;$0,00;$1 213,45;51;$23,79;$1 017,11;14;65;$72,65;$34,32;;;;51;2011;Fri;2011-51;1;
4-09;17 декабр€ 2011 г.;$853,66;$0,00;$0,00;$490,85;18;$27,27;$362,81;8;26;$45,35;$32,83;;;;51;2011;Sat;2011-51;1;
;18 декабр€ 2011 г.;$9 218,29;$8 055,69;$17 273,98;;193;$22,24;$4 961,54;62;255;$141,96;$36,83;;;;52;2011;Sun;2011-52;1;
4-10;19 декабр€ 2011 г.;$2 537,14;$0,00;$0,00;$897,05;39;$23,00;$1 640,09;23;62;$71,31;$40,92;;;;52;2011;Mon;2011-52;1;
4-10;20 декабр€ 2011 г.;$2 220,42;$0,00;$0,00;$1 186,90;37;$32,08;$1 033,52;15;52;$68,90;$42,70;;;;52;2011;Tue;2011-52;1;
4-10;21 декабр€ 2011 г.;$4 221,47;$0,00;$0,00;$2 116,30;49;$43,19;$2 105,17;24;73;$87,72;$57,83;;;;52;2011;Wed;2011-52;1;
4-10;22 декабр€ 2011 г.;$6 406,77;$0,00;$0,00;$1 595,00;52;$30,67;$4 811,77;29;81;$165,92;$79,10;;;;52;2011;Thu;2011-52;1;
4-10;23 декабр€ 2011 г.;$8 423,81;$0,00;$0,00;$4 399,90;81;$54,32;$4 023,91;50;131;$80,48;$64,30;;;;52;2011;Fri;2011-52;1;
4-10;24 декабр€ 2011 г.;$3 560,97;$0,00;$0,00;$2 246,55;48;$46,80;$1 314,42;15;63;$87,63;$56,52;;;;52;2011;Sat;2011-52;1;
;25 декабр€ 2011 г.;$23 809,61;$3 740,87;$27 550,48;;306;$38,34;$14 928,88;156;462;$93,66;$56,90;;;;53;2011;Sun;2011-53;1;
4-11;26 декабр€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;BOXING DAY;;;53;2011;Mon;2011-53;0;
4-11;27 декабр€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;PUBLIC HOLIDAY;;;53;2011;Tue;2011-53;0;
4-11;28 декабр€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;CLOSED;;;53;2011;Wed;2011-53;0;
4-11;29 декабр€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;CLOSED;;;53;2011;Thu;2011-53;0;
4-11;30 декабр€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;CLOSED;;;53;2011;Fri;2011-53;0;
4-11;31 декабр€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;CLOSED;;;53;2011;Sat;2011-53;0;
;1 €нвар€ 2012 г.;$0,00;$0,00;$0,00;;0;$0,00;$0,00;0;0;$0,00;$0,00;;;;1;2012;Sun;2012-1;0;
4-12;2 €нвар€ 2012 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;NEW YEARS DAY;;;1;2012;Mon;2012-1;0;
4-12;3 €нвар€ 2012 г.;$789,56;$0,00;$0,00;$709,50;40;$17,74;$80,06;4;44;$20,02;$17,94;;;;1;2012;Tue;2012-1;0;
4-12;4 €нвар€ 2012 г.;$932,96;$0,00;$0,00;$449,70;29;$15,51;$463,26;15;44;$30,88;$20,75;;;;1;2012;Wed;2012-1;0;
4-12;5 €нвар€ 2012 г.;$1 370,25;$0,00;$0,00;$841,90;35;$24,05;$528,35;14;49;$37,74;$27,96;;;;1;2012;Thu;2012-1;0;
4-12;6 €нвар€ 2012 г.;$1 225,19;$0,00;$0,00;$667,50;26;$25,67;$557,69;12;38;$46,47;$32,24;;;;1;2012;Fri;2012-1;0;
4-12;7 €нвар€ 2012 г.;$413,41;$0,00;$0,00;$255,30;21;$12,16;$158,11;5;26;$31,62;$15,90;;;;1;2012;Sat;2012-1;0;
;8 €нвар€ 2012 г.;$4 731,37;$1 721,84;$6 453,21;;151;$15,85;$1 787,47;50;201;$27,79;$19,13;;;;2;2012;Sun;2012-2;0;
4-13;9 €нвар€ 2012 г.;$1 324,56;$0,00;$0,00;$942,45;34;$27,72;$382,11;8;42;$47,76;$31,54;;;;2;2012;Mon;2012-2;0;
4-13;10 €нвар€ 2012 г.;$780,38;$0,00;$0,00;$555,20;29;$19,14;$225,18;5;34;$45,04;$22,95;;;;2;2012;Tue;2012-2;0;
4-13;11 €нвар€ 2012 г.;$731,32;$0,00;$0,00;$486,70;26;$18,72;$244,62;8;34;$30,58;$21,51;;;;2;2012;Wed;2012-2;0;
4-13;12 €нвар€ 2012 г.;$761,51;$0,00;$0,00;$335,05;16;$20,94;$426,46;10;26;$42,65;$29,29;;;;2;2012;Thu;2012-2;0;
4-13;13 €нвар€ 2012 г.;$1 312,11;$0,00;$0,00;$780,10;37;$21,08;$532,01;12;49;$44,33;$26,78;;;;2;2012;Fri;2012-2;0;
4-13;14 €нвар€ 2012 г.;$765,32;$0,00;$0,00;$310,90;19;$16,36;$454,42;8;27;$56,80;$28,35;;;;2;2012;Sat;2012-2;0;
;15 €нвар€ 2012 г.;$5 675,20;$2 942,24;$8 617,44;;161;$20,66;$2 264,80;51;212;$44,53;$26,74;;;;3;2012;Sun;2012-3;0;
4-14;16 €нвар€ 2012 г.;$822,04;$0,00;$0,00;$445,75;30;$14,86;$376,29;11;41;$34,21;$20,05;;;;3;2012;Mon;2012-3;0;
4-14;17 €нвар€ 2012 г.;$1 084,46;$0,00;$0,00;$709,96;37;$19,19;$374,50;12;49;$31,21;$22,13;;;;3;2012;Tue;2012-3;0;
4-14;18 €нвар€ 2012 г.;$872,36;$0,00;$0,00;$558,80;21;$26,61;$313,56;8;29;$39,20;$30,08;;;;3;2012;Wed;2012-3;0;
4-14;19 €нвар€ 2012 г.;$1 424,24;$0,00;$0,00;$853,50;40;$21,34;$570,74;15;55;$38,05;$25,90;;;;3;2012;Thu;2012-3;0;
4-14;20 €нвар€ 2012 г.;$1 109,71;$0,00;$0,00;$641,70;32;$20,05;$468,01;12;44;$39,00;$25,22;;;;3;2012;Fri;2012-3;0;
4-14;21 €нвар€ 2012 г.;$997,01;$0,00;$0,00;$507,50;18;$28,19;$489,51;9;27;$54,39;$36,93;;;;3;2012;Sat;2012-3;0;
;22 €нвар€ 2012 г.;$6 309,82;$2 747,91;$9 057,73;;178;$21,71;$2 592,61;67;245;$39,34;$26,72;;;;4;2012;Sun;2012-4;0;
4-15;23 €нвар€ 2012 г.;$688,42;$0,00;$0,00;$423,00;22;$19,23;$265,42;8;30;$33,18;$22,95;;;;4;2012;Mon;2012-4;0;
4-15;24 €нвар€ 2012 г.;$1 284,08;$0,00;$0,00;$554,20;33;$16,79;$729,88;11;44;$66,35;$29,18;;;;4;2012;Tue;2012-4;0;
4-15;25 €нвар€ 2012 г.;$2 283,02;$0,00;$0,00;$1 076,55;60;$17,94;$1 206,47;29;89;$41,60;$25,65;;;;4;2012;Wed;2012-4;0;
4-15;26 €нвар€ 2012 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;;;;4;2012;Thu;2012-4;0;
4-15;27 €нвар€ 2012 г.;$1 273,03;$0,00;$0,00;$863,00;45;$19,18;$410,03;10;55;$41,00;$23,15;;;;4;2012;Fri;2012-4;0;
4-15;28 €нвар€ 2012 г.;$568,77;$0,00;$0,00;$298,85;25;$11,95;$269,92;7;32;$38,56;$17,77;;;;4;2012;Sat;2012-4;0;
;29 €нвар€ 2012 г.;$6 097,32;$3 506,68;$9 604,00;;185;$14,18;$2 881,72;65;250;$36,78;$19,78;;;;5;2012;Sun;2012-5;0;
4-16;30 €нвар€ 2012 г.;$1 031,83;$0,00;$0,00;$626,85;36;$17,41;$404,98;7;43;$57,85;$24,00;;;;5;2012;Mon;2012-5;0;
4-16;31 €нвар€ 2012 г.;$460,64;$0,00;$0,00;$345,64;21;$16,46;$114,94;3;24;$38,31;$19,19;;;;5;2012;Tue;2012-5;0;
4-16;1 феврал€ 2012 г.;$848,62;$0,00;$0,00;$768,45;37;$20,77;$80,17;4;41;$20,04;$20,70;;;;5;2012;Wed;2012-5;0;
4-16;2 феврал€ 2012 г.;$1 216,76;$0,00;$0,00;$784,50;36;$21,79;$432,25;8;44;$54,03;$27,65;;;;5;2012;Thu;2012-5;0;
4-16;3 феврал€ 2012 г.;$2 100,36;$0,00;$0,00;$1 047,25;35;$29,92;$1 053,11;19;54;$55,43;$38,90;;;;5;2012;Fri;2012-5;0;
4-16;4 феврал€ 2012 г.;$781,17;$0,00;$0,00;$466,45;26;$17,94;$314,72;9;35;$34,97;$22,32;;;36,04;5;2012;Sat;2012-5;0;
;5 феврал€ 2012 г.;$6 439,38;$2 542,06;$8 981,44;;191;$20,72;$2 400,17;50;241;$43,44;$25,46;;;30;6;2012;Sun;2012-6;0;
4-17;6 феврал€ 2012 г.;$398,68;$0,00;$0,00;$363,90;24;$15,16;$34,88;3;27;$11,63;$14,77;;;265,29;6;2012;Mon;2012-6;0;
4-17;7 феврал€ 2012 г.;$713,17;$0,00;$0,00;$492,55;31;$15,89;$220,62;6;37;$36,77;$19,27;;;405,92;6;2012;Tue;2012-6;0;
4-17;8 феврал€ 2012 г.;$748,28;$0,00;$0,00;$363,05;25;$14,52;$385,43;10;35;$38,54;$21,39;;;80,97;6;2012;Wed;2012-6;0;
4-17;9 феврал€ 2012 г.;$900,14;$0,00;$0,00;$495,40;27;$18,35;$410,74;13;40;$31,60;$22,65;;;454,16;6;2012;Thu;2012-6;0;
4-17;10 феврал€ 2012 г.;$1 905,61;$0,00;$0,00;$927,40;36;$25,76;$978,21;17;53;$57,54;$35,95;;;158,56;6;2012;Fri;2012-6;0;
4-17;11 феврал€ 2012 г.;$920,89;$0,00;$0,00;$628,65;30;$20,96;$292,24;7;37;$41,75;$24,89;;;66,65;6;2012;Sat;2012-6;0;
;12 феврал€ 2012 г.;$5 586,77;$2 740,44;$8 327,21;;173;$18,44;$2 322,12;56;229;$36,30;$23,15;;;191;7;2012;Sun;2012-7;0;
4-18;13 феврал€ 2012 г.;$655,10;$0,00;$0,00;$206,00;28;$7,36;$233,91;7;35;$33,42;$12,57;;;1688,59;7;2012;Mon;2012-7;0;
4-18;14 феврал€ 2012 г.;$707,19;$0,00;$0,00;$358,25;25;$14,33;$348,94;15;40;$23,26;$17,68;;;;7;2012;Tue;2012-7;0;
4-18;15 феврал€ 2012 г.;$655,42;$0,00;$0,00;$443,00;33;$13,42;$212,42;8;41;$26,55;$15,99;;;;7;2012;Wed;2012-7;0;
4-18;16 феврал€ 2012 г.;$1 041,62;$0,00;$0,00;$774,25;33;$23,46;$267,37;8;41;$33,42;$25,41;;;;7;2012;Thu;2012-7;0;
4-18;17 феврал€ 2012 г.;$1 088,96;$0,00;$0,00;$793,55;33;$24,05;$295,39;9;42;$32,82;$25,93;;;;7;2012;Fri;2012-7;0;
4-18;18 феврал€ 2012 г.;$1 125,82;$0,00;$0,00;$498,80;22;$22,67;$627,02;7;29;$89,57;$38,82;;;;7;2012;Sat;2012-7;0;
;19 феврал€ 2012 г.;$5 274,11;$3 766,59;$9 040,70;;174;$17,55;$1 985,05;54;228;$39,84;$22,73;;;;8;2012;Sun;2012-8;0;
4-19;20 феврал€ 2012 г.;$578,83;$0,00;$0,00;$432,60;20;$21,63;$146,23;5;25;$29,25;$23,15;;;;8;2012;Mon;2012-8;0;
4-19;21 феврал€ 2012 г.;$759,45;$0,00;$0,00;$595,40;35;$17,01;$164,05;5;40;$32,81;$18,99;;;;8;2012;Tue;2012-8;0;
4-19;22 феврал€ 2012 г.;$985,96;$0,00;$0,00;$649,25;30;$21,64;$336,71;8;38;$42,09;$25,95;;;;8;2012;Wed;2012-8;0;
4-19;23 феврал€ 2012 г.;$1 555,04;$0,00;$0,00;$1 070,60;42;$25,49;$484,44;12;54;$40,37;$28,80;;;;8;2012;Thu;2012-8;0;
4-19;24 феврал€ 2012 г.;$1 470,69;$0,00;$0,00;$700,80;35;$20,02;$679,19;18;53;$37,73;$26,04;;;;8;2012;Fri;2012-8;0;
4-19;25 феврал€ 2012 г.;$751,98;$0,00;$0,00;$346,90;18;$19,27;$405,08;11;29;$36,83;$25,93;;;;8;2012;Sat;2012-8;0;
;26 феврал€ 2012 г.;$6 101,95;$4 028,44;$10 130,39;;180;$20,84;$2 215,70;59;239;$36,51;$24,81;;;;9;2012;Sun;2012-9;0;
4-20;27 феврал€ 2012 г.;$752,84;$0,00;$0,00;$554,65;33;$16,81;$202,19;6;39;$33,70;$19,41;;;;9;2012;Mon;2012-9;0;
