Week;Date;Till;Accounts;Total;Cash;# Cust.;Cash Av Spend;EFTPOS;# Cust.2;Cust # TOTAL;EFTPOS Av $pend;TOTAL Av Spend;Notes;Till Up Down;Reserved column;# of the week;Year;Day of the week;Week + Year;IsCristmas;Fixed
3-30;15 апрел€ 2011 г.;$2 706,67;$0,00;$0,00;$1 362,95;47;$29,00;$1 373,72;10;57;$137,37;$48,01;;;;16;2011;Fri;2011-16;0;
3-30;16 апрел€ 2011 г.;$1 676,13;$0,00;$0,00;$1 149,95;47;$24,47;$526,18;8;55;$65,77;$30,48;;;;16;2011;Sat;2011-16;0;
;17 апрел€ 2011 г.;$10 094,02;$2 352,63;$12 446,65;;252;$21,63;$4 592,25;72;324;$65,74;$30,92;;;;17;2011;Sun;2011-17;0;
3-31;18 апрел€ 2011 г.;$843,92;$0,00;$0,00;$562,85;37;$15,21;$281,07;7;44;$40,15;$19,18;;;;17;2011;Mon;2011-17;0;
3-31;19 апрел€ 2011 г.;$2 175,69;$0,00;$0,00;$808,80;45;$17,97;$1 366,89;12;57;$113,91;$38,17;;;;17;2011;Tue;2011-17;0;
3-31;20 апрел€ 2011 г.;$2 483,17;$0,00;$0,00;$1 459,50;48;$30,41;$1 023,67;21;69;$48,75;$35,99;;;;17;2011;Wed;2011-17;0;
3-31;21 апрел€ 2011 г.;$5 360,00;$0,00;$0,00;$2 204,60;79;$27,91;$3 155,70;37;116;$85,29;$46,21;;;;17;2011;Thu;2011-17;0;
3-31;22 апрел€ 2011 г.;$0,00;$0,00;$0,00;$0,00;209;$0,00;$0,00;77;286;$0,00;$0,00;GOOD FRIDAY;;;17;2011;Fri;2011-17;0;
3-31;23 апрел€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;EASTER SATURDAY;;;17;2011;Sat;2011-17;0;
;24 апрел€ 2011 г.;$10 862,78;$2 908,84;$13 771,62;;418;$15,25;$5 827,33;154;572;$48,02;$23,26;;;;18;2011;Sun;2011-18;0;
3-32;25 апрел€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;ANZAC DAY;;;18;2011;Mon;2011-18;0;
3-32;26 апрел€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;PUBLIC HOLIDAY;;;18;2011;Tue;2011-18;0;
3-32;27 апрел€ 2011 г.;$1 418,62;$0,00;$0,00;$991,25;61;$16,25;$427,37;8;69;$53,42;$20,56;;;;18;2011;Wed;2011-18;0;
3-32;28 апрел€ 2011 г.;$1 321,92;$0,00;$0,00;$795,50;49;$16,23;$526,42;10;59;$52,64;$22,41;;;;18;2011;Thu;2011-18;0;
3-32;29 апрел€ 2011 г.;$2 213,34;$0,00;$0,00;$1 002,70;53;$18,92;$1 210,64;12;65;$100,89;$34,05;;;;18;2011;Fri;2011-18;0;
3-32;30 апрел€ 2011 г.;$1 249,22;$0,00;$0,00;$852,65;39;$21,86;$396,57;11;50;$36,05;$24,98;;;;18;2011;Sat;2011-18;0;
;1 ма€ 2011 г.;$6 203,10;$1 635,30;$7 838,40;;202;$12,21;$2 561,00;41;243;$40,50;$17,00;;;;19;2011;Sun;2011-19;0;
3-33;2 ма€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;LABOUR DAY;;;19;2011;Mon;2011-19;0;
3-33;3 ма€ 2011 г.;$1 446,48;$0,00;$0,00;$897,25;55;$16,31;$549,23;12;67;$45,77;$21,59;;;;19;2011;Tue;2011-19;0;
3-33;4 ма€ 2011 г.;$1 273,06;$0,00;$0,00;$781,35;39;$20,03;$491,71;12;51;$40,98;$24,96;;;;19;2011;Wed;2011-19;0;
3-33;5 ма€ 2011 г.;$1 293,16;$0,00;$0,00;$751,55;45;$16,70;$541,61;9;54;$60,18;$23,95;;;;19;2011;Thu;2011-19;0;
3-33;6 ма€ 2011 г.;$1 569,83;$0,00;$0,00;$798,20;52;$15,35;$771,63;18;70;$42,87;$22,43;;;;19;2011;Fri;2011-19;0;
3-33;7 ма€ 2011 г.;$1 040,33;$0,00;$0,00;$835,35;34;$24,57;$204,98;3;37;$68,33;$28,12;;;;19;2011;Sat;2011-19;0;
;8 ма€ 2011 г.;$6 622,86;$3 121,84;$9 744,70;;225;$15,49;$2 559,16;54;279;$43,02;$20,17;;;;20;2011;Sun;2011-20;0;
3-34;9 ма€ 2011 г.;$1 185,76;$0,00;$0,00;$668,10;38;$17,58;$517,66;13;51;$39,82;$23,25;;;;20;2011;Mon;2011-20;0;
3-34;10 ма€ 2011 г.;$880,15;$0,00;$0,00;$557,55;40;$13,94;$322,60;8;48;$40,33;$18,34;;;;20;2011;Tue;2011-20;0;
3-34;11 ма€ 2011 г.;$1 213,63;$0,00;$0,00;$958,60;51;$18,80;$255,03;7;58;$36,43;$20,92;;;;20;2011;Wed;2011-20;0;
3-34;12 ма€ 2011 г.;$1 253,75;$0,00;$0,00;$844,40;43;$19,64;$408,35;10;53;$40,84;$23,64;;;;20;2011;Thu;2011-20;0;
3-34;13 ма€ 2011 г.;$1 556,14;$0,00;$0,00;$920,05;51;$18,04;$636,09;12;63;$53,01;$24,70;;;;20;2011;Fri;2011-20;0;
3-34;14 ма€ 2011 г.;$1 052,07;$0,00;$0,00;$402,45;29;$13,88;$649,62;9;38;$72,18;$27,69;;;;20;2011;Sat;2011-20;0;
;15 ма€ 2011 г.;$7 141,50;$2 549,79;$9 691,29;;252;$16,98;$2 789,35;59;311;$47,10;$23,09;;;;21;2011;Sun;2011-21;0;
3-35;16 ма€ 2011 г.;$1 315,09;$0,00;$0,00;$955,45;34;$28,10;$359,64;12;46;$29,97;$28,59;;;;21;2011;Mon;2011-21;0;
3-35;17 ма€ 2011 г.;$987,99;$0,00;$0,00;$591,85;38;$15,58;$396,14;9;47;$44,02;$21,02;;;;21;2011;Tue;2011-21;0;
3-35;18 ма€ 2011 г.;$1 242,17;$0,00;$0,00;$629,10;39;$16,13;$613,07;16;55;$38,32;$22,58;;;;21;2011;Wed;2011-21;0;
3-35;19 ма€ 2011 г.;$1 467,91;$0,00;$0,00;$1 024,95;52;$19,71;$442,96;10;62;$44,30;$23,68;;;;21;2011;Thu;2011-21;0;
3-35;20 ма€ 2011 г.;$2 497,65;$0,00;$0,00;$1 243,75;50;$24,88;$1 253,90;16;66;$78,37;$37,84;;;;21;2011;Fri;2011-21;0;
3-35;21 ма€ 2011 г.;$726,31;$0,00;$0,00;$410,05;20;$20,50;$316,26;6;26;$52,71;$27,94;;;;21;2011;Sat;2011-21;0;
;22 ма€ 2011 г.;$8 237,12;$3 744,05;$11 981,17;;233;$20,82;$3 381,97;69;302;$47,95;$26,94;;;;22;2011;Sun;2011-22;0;
3-36;23 ма€ 2011 г.;$1 079,47;$0,00;$0,00;$738,15;33;$22,37;$341,32;16;49;$21,33;$22,03;;;;22;2011;Mon;2011-22;0;
3-36;24 ма€ 2011 г.;$1 203,94;$0,00;$0,00;$699,90;33;$21,21;$504,04;11;44;$45,82;$27,36;;;;22;2011;Tue;2011-22;0;
3-36;25 ма€ 2011 г.;$1 145,84;$0,00;$0,00;$675,40;38;$17,77;$470,44;10;48;$47,04;$23,87;;;;22;2011;Wed;2011-22;0;
3-36;26 ма€ 2011 г.;$1 503,85;$0,00;$0,00;$1 259,80;48;$26,25;$244,05;8;56;$30,51;$26,85;;;;22;2011;Thu;2011-22;0;
3-36;27 ма€ 2011 г.;$1 764,31;$0,00;$0,00;$1 223,35;48;$25,49;$540,96;14;62;$38,64;$28,46;;;;22;2011;Fri;2011-22;0;
3-36;28 ма€ 2011 г.;$885,40;$0,00;$0,00;$609,32;32;$19,04;$226,10;5;37;$45,22;$22,58;;;;22;2011;Sat;2011-22;0;
;29 ма€ 2011 г.;$7 582,81;$4 074,83;$11 657,64;;232;$22,02;$2 326,91;64;296;$38,09;$25,19;;;;23;2011;Sun;2011-23;0;
3-37;30 ма€ 2011 г.;$1 234,45;$0,00;$0,00;$487,35;35;$13,92;$747,10;14;49;$53,36;$25,19;;;;23;2011;Mon;2011-23;0;
3-37;31 ма€ 2011 г.;$2 746,63;$0,00;$0,00;$1 841,95;42;$43,86;$904,68;12;54;$75,39;$50,86;;;;23;2011;Tue;2011-23;0;
3-37;1 июн€ 2011 г.;$1 977,66;$0,00;$0,00;$692,00;38;$18,21;$1 286,86;15;53;$85,79;$37,34;;;;23;2011;Wed;2011-23;0;
3-37;2 июн€ 2011 г.;$2 544,81;$0,00;$0,00;$771,95;39;$19,79;$1 772,86;11;50;$161,17;$50,90;;;;23;2011;Thu;2011-23;0;
3-37;3 июн€ 2011 г.;$2 412,55;$0,00;$0,00;$1 199,00;56;$21,41;$1 213,55;18;74;$67,42;$32,60;;;;23;2011;Fri;2011-23;0;
3-37;4 июн€ 2011 г.;$3 114,14;$0,00;$0,00;$971,85;28;$34,71;$2 142,29;20;48;$107,11;$64,88;;;;23;2011;Sat;2011-23;0;
;5 июн€ 2011 г.;$14 030,24;$9 819,62;$23 849,86;;238;$25,32;$8 067,34;90;328;$91,71;$43,63;;;;24;2011;Sun;2011-24;0;
3-38;6 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;24;2011;Mon;2011-24;0;
3-38;7 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;24;2011;Tue;2011-24;0;
3-38;8 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;24;2011;Wed;2011-24;0;
3-38;9 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;24;2011;Thu;2011-24;0;
3-38;10 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;24;2011;Fri;2011-24;0;
3-38;11 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;24;2011;Sat;2011-24;0;
;12 июн€ 2011 г.;;;$0,00;;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;25;2011;Sun;2011-25;0;
3-39;13 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;25;2011;Mon;2011-25;0;
3-39;14 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;25;2011;Tue;2011-25;0;
3-39;15 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;25;2011;Wed;2011-25;0;
3-39;16 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;25;2011;Thu;2011-25;0;
3-39;17 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;25;2011;Fri;2011-25;0;
3-39;18 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;25;2011;Sat;2011-25;0;
;19 июн€ 2011 г.;;;$0,00;;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;26;2011;Sun;2011-26;0;
3-40;20 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;26;2011;Mon;2011-26;0;
3-40;21 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;26;2011;Tue;2011-26;0;
3-40;22 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;26;2011;Wed;2011-26;0;
3-40;23 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;26;2011;Thu;2011-26;0;
3-40;24 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;26;2011;Fri;2011-26;0;
3-40;25 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;26;2011;Sat;2011-26;0;
;26 июн€ 2011 г.;;;$0,00;;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;27;2011;Sun;2011-27;0;
3-41;27 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;27;2011;Mon;2011-27;0;
3-41;28 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;27;2011;Tue;2011-27;0;
3-41;29 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;27;2011;Wed;2011-27;0;
3-41;30 июн€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;27;2011;Thu;2011-27;0;
3-41;1 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;27;2011;Fri;2011-27;0;
3-41;2 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;27;2011;Sat;2011-27;0;
;3 июл€ 2011 г.;;;$0,00;;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;28;2011;Sun;2011-28;0;
3-42;4 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;28;2011;Mon;2011-28;0;
3-42;5 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;28;2011;Tue;2011-28;0;
3-42;6 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;28;2011;Wed;2011-28;0;
3-42;7 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;28;2011;Thu;2011-28;0;
3-42;8 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;28;2011;Fri;2011-28;0;
3-42;9 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;28;2011;Sat;2011-28;0;
;10 июл€ 2011 г.;;;$0,00;;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;29;2011;Sun;2011-29;0;
3-43;11 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;29;2011;Mon;2011-29;0;
3-43;12 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;29;2011;Tue;2011-29;0;
3-43;13 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;29;2011;Wed;2011-29;0;
3-43;14 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;29;2011;Thu;2011-29;0;
3-43;15 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;29;2011;Fri;2011-29;0;
3-43;16 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;29;2011;Sat;2011-29;0;
;17 июл€ 2011 г.;;;$0,00;;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;30;2011;Sun;2011-30;0;
3-44;18 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;30;2011;Mon;2011-30;0;
3-44;19 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;30;2011;Tue;2011-30;0;
3-44;20 июл€ 2011 г.;$1 020,43;$0,00;$0,00;$447,35;19;$23,54;$573,08;10;29;$57,31;$35,19;RENOVATION;;;30;2011;Wed;2011-30;0;
3-44;21 июл€ 2011 г.;$1 112,32;$0,00;$0,00;$636,00;33;$19,27;$476,32;15;48;$31,75;$23,17;RENOVATION;;;30;2011;Thu;2011-30;0;
3-44;22 июл€ 2011 г.;$1 653,16;$0,00;$0,00;$892,45;37;$24,12;$760,71;17;54;$44,75;$30,61;RENOVATION;;;30;2011;Fri;2011-30;0;
3-44;23 июл€ 2011 г.;$738,28;$0,00;$0,00;$384,50;19;$20,24;$353,78;9;28;$39,31;$26,37;RENOVATION;;;30;2011;Sat;2011-30;0;
;24 июл€ 2011 г.;$4 524,19;$352,37;$4 876,56;;108;$14,53;$2 163,89;51;159;$28,85;$19,22;RENOVATION;;;31;2011;Sun;2011-31;0;
3-45;25 июл€ 2011 г.;$2 292,89;$0,00;$0,00;$636,30;36;$17,68;$1 656,59;9;45;$184,07;$50,95;RENOVATION;;;31;2011;Mon;2011-31;0;
3-45;26 июл€ 2011 г.;$999,05;$0,00;$0,00;$637,80;42;$15,19;$361,25;13;55;$27,79;$18,16;RENOVATION;;;31;2011;Tue;2011-31;0;
3-45;27 июл€ 2011 г.;$1 340,20;$0,00;$0,00;$581,20;31;$18,75;$759,00;7;38;$108,43;$35,27;RENOVATION;;;31;2011;Wed;2011-31;0;
3-45;28 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;31;2011;Thu;2011-31;0;
3-45;29 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;31;2011;Fri;2011-31;0;
3-45;30 июл€ 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;RENOVATION;;;31;2011;Sat;2011-31;0;
;31 июл€ 2011 г.;$4 632,14;$3 061,33;$7 693,47;;109;$8,60;$2 776,84;29;138;$53,38;$17,40;;;;32;2011;Sun;2011-32;0;
3-46;1 августа 2011 г.;$1 244,25;$0,00;$0,00;$741,05;35;$21,17;$503,20;11;46;$45,75;$27,05;;;;32;2011;Mon;2011-32;0;
3-46;2 августа 2011 г.;$1 040,28;$0,00;$0,00;$603,65;39;$15,48;$416,63;11;50;$37,88;$20,41;;;;32;2011;Tue;2011-32;0;
3-46;3 августа 2011 г.;$1 259,84;$0,00;$0,00;$607,85;36;$16,88;$652,79;10;46;$65,28;$27,41;;;;32;2011;Wed;2011-32;0;
3-46;4 августа 2011 г.;$1 327,44;$0,00;$0,00;$928,25;18;$51,57;$499,19;14;32;$35,66;$44,61;;;;32;2011;Thu;2011-32;0;
3-46;5 августа 2011 г.;$1 948,89;$0,00;$0,00;$804,15;43;$18,70;$1 144,74;15;58;$76,32;$33,60;;;;32;2011;Fri;2011-32;0;
3-46;6 августа 2011 г.;$1 154,22;$0,00;$0,00;$352,92;23;$15,34;$801,27;14;37;$57,23;$31,19;;;;32;2011;Sat;2011-32;0;
;7 августа 2011 г.;$7 974,92;$6 216,61;$14 191,53;;194;$23,19;$4 017,82;75;269;$53,02;$30,71;;;;33;2011;Sun;2011-33;0;
3-47;8 августа 2011 г.;$1 092,11;$0,00;$0,00;$540,05;36;$15,00;$552,06;12;48;$46,01;$22,75;;;;33;2011;Mon;2011-33;0;
3-47;9 августа 2011 г.;$1 019,86;$0,00;$0,00;$604,45;28;$21,59;$415,41;8;36;$51,93;$28,33;;;;33;2011;Tue;2011-33;0;
3-47;10 августа 2011 г.;$940,02;$0,00;$0,00;$430,80;31;$13,90;$509,22;12;43;$42,44;$21,86;;;;33;2011;Wed;2011-33;0;
3-47;11 августа 2011 г.;$967,30;$0,00;$0,00;$787,90;35;$22,51;$179,40;6;41;$29,90;$23,59;;;;33;2011;Thu;2011-33;0;
3-47;12 августа 2011 г.;$2 041,60;$0,00;$0,00;$1 683,00;58;$29,02;$358,60;9;67;$39,84;$30,47;;;;33;2011;Fri;2011-33;0;
3-47;13 августа 2011 г.;$1 410,01;$0,00;$0,00;$831,35;30;$27,71;$578,66;13;43;$44,51;$32,79;;;;33;2011;Sat;2011-33;0;
;14 августа 2011 г.;$7 470,90;$2 006,70;$9 477,60;;218;$21,62;$2 593,35;60;278;$42,44;$26,63;;;;34;2011;Sun;2011-34;0;
3-48;15 августа 2011 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;Show Holiday;;;34;2011;Mon;2011-34;0;
3-48;16 августа 2011 г.;$1 365,18;$0,00;$0,00;$1 069,70;53;$20,18;$295,48;10;63;$29,55;$21,67;;;;34;2011;Tue;2011-34;0;
3-48;17 августа 2011 г.;$1 337,19;$0,00;$0,00;$569,05;31;$18,36;$768,14;14;45;$54,87;$29,72;;;;34;2011;Wed;2011-34;0;
3-48;18 августа 2011 г.;$2 036,83;$0,00;$0,00;$790,85;40;$19,77;$1 245,98;14;54;$89,00;$37,72;;;;34;2011;Thu;2011-34;0;
3-48;19 августа 2011 г.;$2 116,55;$0,00;$0,00;$1 060,80;46;$23,06;$1 055,75;22;68;$47,99;$31,13;;;;34;2011;Fri;2011-34;0;
3-48;20 августа 2011 г.;$1 866,25;$0,00;$0,00;$552,20;31;$17,81;$1 314,05;9;40;$146,01;$46,66;;;;34;2011;Sat;2011-34;0;
;21 августа 2011 г.;$8 722,00;$1 148,27;$9 870,27;;201;$16,53;$4 679,40;69;270;$61,23;$27,81;;;;35;2011;Sun;2011-35;0;
3-49;22 августа 2011 г.;$1 416,65;$0,00;$0,00;$844,25;40;$21,11;$572,40;10;50;$57,24;$28,33;;;;35;2011;Mon;2011-35;0;
3-49;23 августа 2011 г.;$777,13;$0,00;$0,00;$540,80;37;$14,62;$236,33;6;43;$39,39;$18,07;;;;35;2011;Tue;2011-35;0;
3-49;24 августа 2011 г.;$1 309,77;$0,00;$0,00;$646,75;35;$18,48;$663,02;12;47;$55,25;$27,87;;;;35;2011;Wed;2011-35;0;
3-49;25 августа 2011 г.;$989,20;$0,00;$0,00;$550,80;37;$14,89;$438,40;8;45;$54,80;$21,98;;;;35;2011;Thu;2011-35;0;
3-49;26 августа 2011 г.;$1 719,83;$0,00;$0,00;$1 020,90;43;$23,74;$698,93;14;57;$49,92;$30,17;;;;35;2011;Fri;2011-35;0;
3-49;27 августа 2011 г.;$762,46;$0,00;$0,00;$485,70;20;$24,29;$276,76;8;28;$34,60;$27,23;;;;35;2011;Sat;2011-35;0;
;28 августа 2011 г.;$6 975,04;$4 184,54;$11 159,58;;212;$19,52;$2 885,84;58;270;$48,53;$25,61;;;;36;2011;Sun;2011-36;0;
3-50;29 августа 2011 г.;$1 018,92;$0,00;$0,00;$615,30;37;$16,63;$403,62;12;49;$33,64;$20,79;;;;36;2011;Mon;2011-36;0;
3-50;30 августа 2011 г.;$1 199,10;$0,00;$0,00;$789,05;45;$17,53;$410,05;10;55;$41,01;$21,80;;;;36;2011;Tue;2011-36;0;
3-50;31 августа 2011 г.;$860,72;$0,00;$0,00;$671,50;29;$23,16;$189,22;5;34;$37,84;$25,32;;;;36;2011;Wed;2011-36;0;
3-50;1 сент€бр€ 2011 г.;$1 401,63;$0,00;$0,00;$871,80;38;$22,94;$529,83;12;50;$44,15;$28,03;;;;36;2011;Thu;2011-36;0;
3-50;2 сент€бр€ 2011 г.;$1 521,43;$0,00;$0,00;$1 075,85;44;$24,45;$445,98;10;54;$44,60;$28,18;;;;36;2011;Fri;2011-36;0;
3-50;3 сент€бр€ 2011 г.;$1 769,78;$0,00;$0,00;$761,30;31;$24,56;$1 008,48;16;47;$63,03;$37,65;;;;36;2011;Sat;2011-36;0;
;4 сент€бр€ 2011 г.;$7 771,58;$5 424,33;$13 195,91;;224;$21,55;$2 987,18;65;289;$44,04;$26,96;;;;37;2011;Sun;2011-37;0;
3-51;5 сент€бр€ 2011 г.;$871,98;$0,00;$0,00;$733,80;44;$16,68;$138,18;2;46;$69,09;$18,96;;;;37;2011;Mon;2011-37;0;
3-51;6 сент€бр€ 2011 г.;$1 031,91;$0,00;$0,00;$362,60;27;$13,43;$669,31;10;37;$66,93;$27,89;;;;37;2011;Tue;2011-37;0;
3-51;7 сент€бр€ 2011 г.;$1 228,01;$0,00;$0,00;$837,90;44;$19,04;$390,11;7;51;$55,73;$24,08;;;;37;2011;Wed;2011-37;0;
3-51;8 сент€бр€ 2011 г.;$1 429,64;$0,00;$0,00;$862,65;50;$17,25;$566,99;13;63;$43,61;$22,69;;;;37;2011;Thu;2011-37;0;
3-51;9 сент€бр€ 2011 г.;$1 982,71;$0,00;$0,00;$1 053,20;50;$21,06;$929,51;17;67;$54,68;$29,59;;;;37;2011;Fri;2011-37;0;
3-51;10 сент€бр€ 2011 г.;$677,41;$0,00;$0,00;$386,60;24;$16,11;$290,81;5;29;$58,16;$23,36;;;;37;2011;Sat;2011-37;0;
;11 сент€бр€ 2011 г.;$7 221,66;$2 894,27;$10 115,93;;239;$17,26;$2 984,91;54;293;$58,03;$24,43;;;;38;2011;Sun;2011-38;0;
3-52;12 сент€бр€ 2011 г.;$619,95;$0,00;$0,00;$423,80;21;$20,18;$196,15;4;25;$49,04;$24,80;;;;38;2011;Mon;2011-38;0;
3-52;13 сент€бр€ 2011 г.;$1 231,42;$0,00;$0,00;$821,55;41;$20,04;$409,87;8;49;$51,23;$25,13;;;;38;2011;Tue;2011-38;0;
3-52;14 сент€бр€ 2011 г.;$1 344,95;$0,00;$0,00;$651,65;43;$15,15;$693,38;11;54;$63,03;$24,91;;;;38;2011;Wed;2011-38;0;
3-52;15 сент€бр€ 2011 г.;$1 163,01;$0,00;$0,00;$595,65;39;$15,27;$567,36;13;52;$43,64;$22,37;;;;38;2011;Thu;2011-38;0;
3-52;16 сент€бр€ 2011 г.;$1 625,39;$0,00;$0,00;$691,00;41;$16,85;$934,39;19;60;$49,18;$27,09;;;;38;2011;Fri;2011-38;0;
3-52;17 сент€бр€ 2011 г.;$1 010,44;$0,00;$0,00;$626,50;28;$22,38;$383,94;10;38;$38,39;$26,59;;;;38;2011;Sat;2011-38;0;
;18 сент€бр€ 2011 г.;$6 995,16;$3 125,56;$10 120,72;;213;$18,31;$3 185,09;65;278;$49,09;$25,15;;;;39;2011;Sun;2011-39;0;
4-01;19 сент€бр€ 2011 г.;$648,56;$0,00;$0,00;$412,40;31;$13,30;$236,16;7;38;$33,74;$17,07;;;;39;2011;Mon;2011-39;0;
4-01;20 сент€бр€ 2011 г.;$1 059,49;$0,00;$0,00;$664,30;42;$15,82;$395,19;8;50;$49,40;$21,19;;;;39;2011;Tue;2011-39;0;
3-49;21 сент€бр€ 2011 г.;$1 131,19;$0,00;$0,00;$763,75;36;$21,22;$367,44;10;46;$36,74;$24,59;;;;39;2011;Wed;2011-39;0;
